,rating,genre,year,score,votes,budget,gross,runtime,month,continent
3159,R,Horror,1981,6.6,32000.0,1000000.0,17985893.0,91.0,April,North_America
3160,R,Adventure,1996,6.8,58000.0,55000000.0,38619405.0,110.0,October,Europe
3161,PG_13,Drama,2017,4.2,23000.0,7400000.0,29874280.0,96.0,January,North_America
3162,PG_13,Horror,2010,6.8,287000.0,1500000.0,99557032.0,103.0,April,North_America
3163,PG_13,Comedy,2007,5.9,12000.0,15000000.0,55862886.0,113.0,October,North_America
3164,R,Action,1983,5.9,8200.0,6500000.0,6486797.0,103.0,November,North_America
3165,R,Biography,2018,7.2,130000.0,60000000.0,76073488.0,132.0,December,North_America
3166,R,Drama,1991,6.8,3100.0,36000000.0,1345903.0,189.0,December,North_America
3167,PG,Adventure,1984,7.0,25000.0,25000000.0,8613462.0,132.0,May,Europe
3168,PG_13,Comedy,2019,4.5,4000.0,20000000.0,74747725.0,109.0,March,North_America
3169,PG_13,Action,2008,5.7,76000.0,70000000.0,111231041.0,112.0,February,North_America
3170,R,Horror,1999,4.7,16000.0,21000000.0,17762705.0,104.0,March,North_America
3171,PG_13,Adventure,1986,3.2,5000.0,17000000.0,2315683.0,97.0,August,Europe
3172,PG,Comedy,1989,6.1,20000.0,8000000.0,39450960.0,95.0,March,North_America
3173,R,Crime,2018,7.0,58000.0,38000000.0,13143056.0,122.0,October,Europe
3174,PG,Animation,2006,6.6,106000.0,75000000.0,141861243.0,91.0,July,North_America
3175,PG_13,Comedy,2010,5.4,48000.0,120000000.0,48668907.0,121.0,December,North_America
3176,PG,Animation,2017,3.3,58000.0,50000000.0,217776646.0,86.0,July,North_America
3177,PG_13,Crime,2007,6.8,226000.0,20000000.0,118114220.0,105.0,April,North_America
3178,PG,Biography,1996,6.3,34000.0,55000000.0,141047179.0,135.0,January,North_America
3179,PG_13,Action,2003,6.2,102000.0,50000000.0,88323487.0,114.0,February,North_America
3180,R,Crime,1998,7.5,66000.0,30000000.0,16316273.0,121.0,January,Europe
3181,R,Comedy,1996,7.0,72000.0,7000000.0,560069.0,91.0,February,North_America
3182,PG,Comedy,1983,4.3,5700.0,11000000.0,4491986.0,109.0,August,Europe
3183,PG,Animation,2014,6.7,83000.0,132000000.0,373515621.0,92.0,November,North_America
3184,R,Action,1995,6.7,22000.0,13000000.0,21089146.0,92.0,January,North_America
3185,R,Comedy,1994,6.8,28000.0,13000000.0,7820688.0,95.0,April,North_America
3186,R,Crime,2008,6.8,19000.0,20000000.0,5642478.0,107.0,November,North_America
3187,R,Action,2010,6.9,300000.0,80000000.0,157107755.0,118.0,January,North_America
3188,PG_13,Drama,1996,6.2,14000.0,60000000.0,100688705.0,124.0,March,North_America
3189,PG_13,Comedy,2000,6.4,50000.0,29000000.0,59945183.0,128.0,April,North_America
3190,R,Action,2003,7.2,529000.0,150000000.0,741847937.0,138.0,May,North_America
3191,R,Comedy,2010,7.0,127000.0,4000000.0,34758951.0,106.0,July,North_America
3192,R,Action,2010,6.7,76000.0,2500000.0,422618.0,96.0,June,North_America
3193,PG,Comedy,2005,2.2,53000.0,84000000.0,59981548.0,94.0,February,North_America
3194,R,Action,1982,6.9,73000.0,12000000.0,78868508.0,96.0,December,North_America
3195,PG_13,Action,2017,6.3,202000.0,110000000.0,169846945.0,107.0,March,North_America
3196,PG,Biography,1981,7.2,56000.0,5500000.0,59303359.0,125.0,April,Europe
3197,PG_13,Drama,2009,5.6,90000.0,30000000.0,33334176.0,115.0,November,North_America
3198,PG_13,Action,1996,2.5,9000.0,15000000.0,2409225.0,93.0,January,North_America
3199,PG_13,Adventure,1994,6.7,47000.0,63000000.0,25052000.0,191.0,June,North_America
3200,PG_13,Comedy,2010,5.5,108000.0,100000000.0,310650585.0,98.0,December,North_America
3201,PG_13,Romance,2008,5.9,35000.0,25000000.0,5798974.0,93.0,September,North_America
3202,R,Action,1984,8.0,812000.0,6400000.0,78371200.0,107.0,October,Europe
3203,PG_13,Comedy,1994,5.4,3800.0,40000000.0,1519366.0,122.0,May,Europe
3204,NC_17,Drama,2011,7.2,187000.0,6500000.0,19123767.0,101.0,January,Europe
3205,PG_13,Adventure,2014,7.4,487000.0,250000000.0,962182865.0,144.0,December,Oceania
3206,R,Biography,1989,6.0,3600.0,22000000.0,19131246.0,120.0,December,North_America
3207,R,Crime,1988,6.4,4800.0,3000000.0,1984315.0,110.0,March,North_America
3208,PG_13,Drama,1993,7.4,7800.0,8000000.0,1214231.0,103.0,August,North_America
3209,PG,Comedy,2011,7.1,138000.0,50000000.0,120081841.0,124.0,December,North_America
3210,R,Horror,2011,6.1,131000.0,40000000.0,97231420.0,111.0,April,North_America
3211,R,Drama,2010,7.0,153000.0,3000000.0,19439764.0,95.0,October,Europe
3212,PG_13,Action,2010,6.6,249000.0,100000000.0,170458922.0,107.0,August,North_America
3213,PG_13,Action,2005,5.1,36000.0,30000000.0,33296457.0,97.0,August,North_America
3214,PG_13,Action,2012,5.2,33000.0,35000000.0,34618867.0,101.0,October,North_America
3215,R,Comedy,1987,6.6,8000.0,11000000.0,25411386.0,112.0,March,North_America
3216,R,Drama,1999,8.0,295000.0,37000000.0,48451803.0,188.0,January,North_America
3217,PG_13,Comedy,2016,6.0,29000.0,18000000.0,90632641.0,94.0,March,North_America
3218,PG,Comedy,1994,6.3,45000.0,23000000.0,67308282.0,82.0,August,North_America
3219,PG_13,Action,1995,4.2,3200.0,6000000.0,5093707.0,86.0,April,North_America
3220,PG_13,Comedy,2012,6.8,19000.0,11000000.0,59520298.0,98.0,March,Europe
3221,R,Drama,2010,7.0,51000.0,7000000.0,449702.0,106.0,June,North_America
3222,NC_17,Comedy,2004,5.1,12000.0,15000000.0,1914166.0,89.0,September,North_America
3223,PG_13,Drama,2011,6.0,64000.0,50000000.0,39984400.0,84.0,September,North_America
3224,R,Horror,1997,5.8,26000.0,40000000.0,33956608.0,110.0,January,Europe
3225,PG_13,Action,2008,6.6,103000.0,55000000.0,128792411.0,104.0,April,North_America
3226,PG,Action,1981,6.7,16000.0,18000000.0,14110013.0,109.0,June,Europe
3227,Unrated,Crime,2001,7.1,9600.0,700000.0,1846059.0,97.0,November,North_America
3228,PG_13,Drama,2003,6.1,18000.0,20000000.0,8564586.0,100.0,March,North_America
3229,PG_13,Comedy,2003,5.6,35000.0,33000000.0,164729679.0,105.0,March,North_America
3230,R,Drama,1996,7.4,28000.0,5000000.0,12408986.0,135.0,June,North_America
3231,Not_Rated,Drama,2009,6.6,119000.0,11000000.0,7413863.0,108.0,May,Europe
3232,PG,Adventure,2006,6.4,323000.0,110000000.0,574481229.0,108.0,December,North_America
3233,PG_13,Drama,2002,6.3,13000.0,25000000.0,14815898.0,102.0,August,Europe
3234,PG_13,Drama,2009,5.9,60000.0,10000000.0,77578320.0,92.0,March,North_America
3235,R,Action,2007,6.2,87000.0,25000000.0,40481352.0,103.0,August,North_America
3236,R,Crime,2012,6.2,137000.0,15000000.0,37930465.0,97.0,November,North_America
3237,PG_13,Action,2011,6.8,193000.0,30000000.0,63782078.0,111.0,April,North_America
3238,PG,Comedy,1981,5.1,4900.0,8000000.0,26154211.0,93.0,December,North_America
3239,R,Crime,1994,6.6,3800.0,7000000.0,20851521.0,119.0,September,North_America
3240,R,Comedy,2016,7.4,74000.0,5000000.0,9588282.0,118.0,December,Europe
3241,PG,Action,2008,6.0,70000.0,120000000.0,93945766.0,135.0,May,North_America
3242,PG_13,Action,2008,5.7,59000.0,40000000.0,49944325.0,110.0,March,North_America
3243,R,Comedy,2014,6.2,39000.0,15000000.0,4510934.0,111.0,February,North_America
3244,PG_13,Comedy,1987,5.3,6600.0,15000000.0,13290368.0,81.0,September,North_America
3245,PG,Comedy,1998,6.9,21000.0,30000000.0,18253415.0,114.0,September,North_America
3246,PG,Drama,2010,6.0,83000.0,20000000.0,89137047.0,107.0,March,North_America
3247,PG,Drama,1993,7.2,56000.0,34000000.0,32255440.0,139.0,October,North_America
3248,PG,Action,1989,5.4,6000.0,10000000.0,1272977.0,85.0,November,North_America
3249,PG_13,Comedy,1985,6.6,83000.0,7500000.0,38934048.0,94.0,August,North_America
3250,PG_13,Action,2013,5.6,123000.0,130000000.0,78324220.0,96.0,July,North_America
3251,R,Crime,2000,5.3,26000.0,30000000.0,47267829.0,97.0,September,North_America
3252,R,Drama,1994,5.4,7900.0,45000000.0,21355893.0,98.0,January,North_America
3253,PG_13,Comedy,2005,5.5,55000.0,70000000.0,88933562.0,97.0,December,North_America
3254,R,Action,1982,5.6,2900.0,5000000.0,6660333.0,90.0,July,North_America
3255,R,Adventure,2003,7.2,142000.0,79000000.0,173013509.0,154.0,December,North_America
3256,PG,Animation,2006,6.7,164000.0,80000000.0,339795890.0,83.0,May,North_America
3257,R,Crime,2000,8.0,105000.0,12800000.0,40059672.0,140.0,October,Europe
3258,PG,Adventure,1984,6.4,18000.0,30000000.0,45858563.0,143.0,March,Europe
3259,R,Crime,1997,5.6,7300.0,12000000.0,4166918.0,94.0,October,North_America
3260,PG,Adventure,2006,5.5,57000.0,50000000.0,87528173.0,99.0,April,Europe
3261,R,Action,2018,6.0,17000.0,7000000.0,2584988.0,108.0,September,North_America
3262,R,Action,1988,6.3,15000.0,16000000.0,32155047.0,91.0,October,North_America
3263,R,Horror,2009,5.1,29000.0,12500000.0,27206120.0,101.0,September,North_America
3264,R,Drama,2001,7.1,37000.0,1500000.0,1309316.0,98.0,August,North_America
3265,R,Drama,1988,5.7,1500.0,14000000.0,4764606.0,103.0,November,North_America
3266,R,Comedy,2000,6.4,161000.0,16000000.0,119754278.0,93.0,May,North_America
3267,PG_13,Comedy,2007,4.3,11000.0,20000000.0,13539154.0,84.0,October,North_America
3268,R,Adventure,1990,7.2,3500.0,19000000.0,4011793.0,136.0,February,North_America
3269,R,Comedy,2002,7.3,152000.0,25000000.0,24675714.0,95.0,November,North_America
3270,R,Action,2018,6.1,49000.0,15000000.0,13313581.0,94.0,June,Europe
3271,R,Crime,1998,6.7,37000.0,14000000.0,8863193.0,111.0,October,North_America
3272,PG_13,Drama,1993,7.7,229000.0,26000000.0,206678440.0,125.0,January,North_America
3273,PG,Action,1984,6.7,76000.0,17000000.0,76471046.0,105.0,June,North_America
3274,R,Action,2013,6.5,113000.0,22000000.0,48449416.0,100.0,November,North_America
3275,PG_13,Horror,2016,5.3,12000.0,5000000.0,9037058.0,87.0,December,North_America
3276,PG,Drama,1996,6.4,76000.0,32000000.0,152036382.0,123.0,July,North_America
3277,PG_13,Comedy,2006,5.1,116000.0,45000000.0,178262620.0,83.0,April,North_America
3278,PG_13,Comedy,1993,7.0,252000.0,25000000.0,441286195.0,125.0,November,North_America
3279,PG_13,Drama,1987,7.0,211000.0,6000000.0,214577242.0,100.0,August,North_America
3280,PG_13,Action,2011,7.2,150000.0,66000000.0,177584879.0,146.0,December,North_America
3281,R,Action,1988,7.5,79000.0,30000000.0,81613606.0,126.0,July,North_America
3282,R,Crime,1999,7.0,31000.0,10000000.0,3325736.0,89.0,August,North_America
3283,R,Comedy,1983,4.9,4200.0,7000000.0,1246141.0,100.0,April,North_America
3284,R,Fantasy,1988,6.5,23000.0,7000000.0,19595031.0,98.0,February,North_America
3285,PG_13,Comedy,2006,5.1,63000.0,30000000.0,61108981.0,96.0,July,North_America
3286,PG_13,Comedy,2010,5.6,60000.0,55000000.0,43053376.0,91.0,January,North_America
3287,R,Action,2002,5.6,7100.0,10000000.0,6282446.0,96.0,May,North_America
3288,PG,Comedy,1987,5.5,3800.0,12000000.0,5669831.0,83.0,August,North_America
3289,R,Crime,1983,8.3,766000.0,25000000.0,65884703.0,170.0,December,North_America
3290,PG_13,Horror,2008,5.2,33000.0,8000000.0,48555306.0,85.0,March,North_America
3291,PG_13,Action,1985,6.9,13000.0,10000000.0,25754284.0,109.0,March,North_America
3292,PG_13,Mystery,1992,5.0,2100.0,24000000.0,608866.0,90.0,October,North_America
3293,PG,Comedy,2004,4.3,12000.0,26000000.0,48551322.0,93.0,December,North_America
3294,R,Action,2013,8.1,446000.0,38000000.0,96983009.0,123.0,September,Europe
3295,R,Comedy,1999,6.7,29000.0,1200000.0,2595216.0,85.0,August,North_America
3296,R,Adventure,2013,7.7,114000.0,12000000.0,27682872.0,115.0,January,North_America
3297,R,Action,2000,4.6,20000.0,25000000.0,15843608.0,87.0,September,Europe
3298,PG_13,Drama,1985,6.5,2200.0,2400000.0,16785.0,92.0,November,Europe
3299,PG_13,Action,2015,4.2,156000.0,120000000.0,167882881.0,100.0,August,North_America
3300,R,Crime,1988,6.2,3800.0,4000000.0,1791328.0,93.0,May,Europe
3301,PG_13,Comedy,2008,6.1,157000.0,30000000.0,162655351.0,111.0,January,North_America
3302,R,Crime,2008,7.1,25000.0,1000000.0,5457664.0,97.0,September,North_America
3303,R,Action,2001,6.8,124000.0,68000000.0,114252154.0,124.0,July,Europe
3304,R,Drama,1991,7.0,48000.0,16000000.0,2641357.0,115.0,April,North_America
3305,PG_13,Adventure,2015,8.0,783000.0,108000000.0,630162448.0,144.0,October,Europe
3306,PG_13,Action,2006,4.8,44000.0,21000000.0,7563172.0,87.0,June,Europe
3307,PG_13,Comedy,1996,5.8,57000.0,45000000.0,58620973.0,113.0,August,North_America
3308,PG_13,Comedy,1992,6.5,22000.0,42000000.0,19507345.0,119.0,October,North_America
3309,PG,Animation,2015,8.1,641000.0,175000000.0,858848019.0,95.0,June,North_America
3310,PG_13,Action,2015,7.1,370000.0,190000000.0,1515341399.0,137.0,April,North_America
3311,R,Drama,1985,7.9,191000.0,15000000.0,9949953.0,132.0,December,Europe
3312,R,Comedy,1994,7.2,37000.0,9000000.0,15482277.0,106.0,March,Oceania
3313,PG_13,Drama,2011,5.6,13000.0,20000000.0,4627375.0,97.0,April,North_America
3314,R,Drama,2017,5.7,102000.0,68000000.0,55003890.0,135.0,December,North_America
3315,R,Drama,2004,7.7,366000.0,5000000.0,8203235.0,101.0,December,Europe
3316,R,Action,1991,6.4,19000.0,24000000.0,65595485.0,111.0,March,North_America
3317,PG_13,Comedy,2005,5.1,76000.0,50000000.0,111069515.0,104.0,August,North_America
3318,PG,Animation,2016,8.0,450000.0,150000000.0,1024121104.0,108.0,March,North_America
3319,PG_13,Comedy,2009,6.2,49000.0,60000000.0,78176181.0,125.0,March,North_America
3320,PG_13,Comedy,2000,6.0,99000.0,48000000.0,90383208.0,93.0,October,North_America
3321,R,Action,1983,6.4,18000.0,22000000.0,42313354.0,109.0,May,North_America
3322,R,Comedy,1999,6.9,36000.0,34000000.0,4217115.0,95.0,August,North_America
3323,PG_13,Biography,2007,7.6,84000.0,25000000.0,86274793.0,140.0,July,Europe
3324,R,Drama,1988,5.9,2000.0,5000000.0,429028.0,90.0,July,Europe
3325,R,Action,2014,6.4,46000.0,12000000.0,2510007.0,103.0,June,Oceania
3326,R,Comedy,2010,6.4,130000.0,20000000.0,49779728.0,104.0,March,North_America
3327,PG_13,Drama,2000,5.2,8300.0,15000000.0,10873148.0,96.0,March,North_America
3328,R,Comedy,2006,5.8,29000.0,6500000.0,18245244.0,88.0,April,North_America
3329,R,Horror,2008,6.6,24000.0,8500000.0,188126.0,98.0,November,North_America
3330,R,Comedy,1996,6.7,36000.0,20000000.0,9759200.0,101.0,January,North_America
3331,PG,Animation,2019,5.0,6100.0,45000000.0,32450241.0,87.0,May,Asia
3332,G,Animation,1999,6.1,21000.0,30000000.0,133949270.0,99.0,July,Asia
3333,PG,Comedy,1994,7.2,78000.0,40000000.0,2816518.0,111.0,March,Europe
3334,R,Comedy,1999,7.0,8700.0,6000000.0,25059640.0,106.0,July,North_America
3335,R,Action,2001,7.1,149000.0,115000000.0,143049560.0,126.0,November,North_America
3336,R,Comedy,1997,7.0,7400.0,7500000.0,43700855.0,115.0,September,North_America
3337,PG,Comedy,1984,7.3,204000.0,11000000.0,153633143.0,106.0,June,North_America
3338,R,Comedy,2010,4.5,76000.0,100000000.0,290745055.0,146.0,May,North_America
3339,R,Action,2019,5.5,18000.0,38000000.0,15980032.0,102.0,August,North_America
3340,PG_13,Action,2008,6.1,292000.0,85000000.0,225132113.0,88.0,February,North_America
3341,R,Biography,2006,6.4,15000.0,16800000.0,2312717.0,122.0,October,North_America
3342,R,Horror,1995,6.4,26000.0,20000000.0,5711695.0,108.0,January,North_America
3343,R,Comedy,2002,6.9,32000.0,9000000.0,6919198.0,98.0,October,North_America
3344,PG_13,Action,2002,5.4,50000.0,70000000.0,51386477.0,97.0,November,North_America
3345,R,Drama,1992,7.0,7000.0,17000000.0,4836637.0,98.0,August,North_America
3346,R,Biography,2001,6.8,95000.0,107000000.0,87812729.0,157.0,December,North_America
3347,PG,Action,1985,6.3,91000.0,30000000.0,50327960.0,131.0,May,Europe
3348,R,Comedy,2004,6.2,51000.0,60000000.0,35060882.0,103.0,November,Europe
3349,PG,Action,1989,5.5,57000.0,27800000.0,52210049.0,107.0,June,North_America
3350,PG_13,Comedy,1993,6.4,7400.0,14000000.0,1029721.0,116.0,August,North_America
3351,PG_13,Action,2012,7.0,317000.0,60000000.0,218340595.0,130.0,December,North_America
3352,PG_13,Horror,2004,5.9,140000.0,10000000.0,187281115.0,91.0,October,North_America
3353,R,Horror,1983,5.2,1900.0,250000.0,4319001.0,93.0,September,North_America
3354,PG_13,Action,2002,3.8,25000.0,100000000.0,7103973.0,95.0,August,North_America
3355,R,Comedy,1996,7.3,249000.0,50000000.0,273552592.0,139.0,December,North_America
3356,PG_13,Action,2013,7.0,495000.0,120000000.0,286168572.0,124.0,April,North_America
3357,PG_13,Action,1987,5.2,3000.0,5000000.0,6075793.0,88.0,January,North_America
3358,R,Action,2000,5.7,29000.0,60000000.0,40400425.0,117.0,August,North_America
3359,PG_13,Comedy,1996,6.9,79000.0,27000000.0,25023434.0,114.0,July,North_America
3360,R,Drama,2019,6.1,87000.0,6000000.0,32893421.0,90.0,May,North_America
3361,PG_13,Drama,2017,7.6,105000.0,7000000.0,43069254.0,101.0,April,North_America
3362,PG,Animation,2016,7.6,289000.0,150000000.0,644411850.0,107.0,November,North_America
3363,R,Comedy,1995,7.4,34000.0,7000000.0,8367636.0,112.0,June,Europe
3364,PG_13,Animation,2013,7.8,77000.0,30000000.0,136533257.0,126.0,February,Asia
3365,PG_13,Action,2012,6.5,111000.0,35000000.0,31083599.0,91.0,August,North_America
3366,R,Comedy,2017,5.6,46000.0,28000000.0,130560428.0,104.0,November,North_America
3367,PG_13,Drama,2012,7.9,95000.0,8900000.0,29664140.0,127.0,September,Europe
3368,R,Action,2019,6.2,61000.0,60000000.0,76419755.0,119.0,February,Europe
3369,PG_13,Action,2018,6.7,58000.0,51000000.0,98203196.0,96.0,August,North_America
3370,R,Crime,1990,6.4,11000.0,13000000.0,1293976.0,130.0,October,North_America
3371,R,Horror,2002,4.0,39000.0,13000000.0,37664855.0,94.0,July,North_America
3372,PG,Action,1995,5.2,26000.0,20000000.0,66433194.0,95.0,June,North_America
3373,PG_13,Action,2004,6.7,79000.0,100000000.0,108040622.0,136.0,March,North_America
3374,PG_13,Comedy,2012,6.7,37000.0,2000000.0,1150681.0,97.0,October,North_America
3375,R,Action,2006,7.3,98000.0,15000000.0,9380029.0,122.0,February,Europe
3376,R,Adventure,1991,7.5,142000.0,16500000.0,45456285.0,130.0,May,North_America
3377,PG_13,Comedy,2001,6.4,80000.0,48000000.0,76019048.0,118.0,December,North_America
3378,PG_13,Action,2011,7.5,495000.0,32000000.0,147332697.0,93.0,April,North_America
3379,R,Horror,2001,6.8,149000.0,35000000.0,74558115.0,122.0,October,North_America
3380,R,Comedy,1990,6.5,14000.0,2500000.0,26385627.0,100.0,March,North_America
3381,R,Comedy,2015,6.6,72000.0,23000000.0,79799880.0,101.0,January,North_America
3382,PG_13,Comedy,2011,7.4,487000.0,50000000.0,145051197.0,118.0,July,North_America
3383,PG_13,Action,2011,4.3,113000.0,57000000.0,132563930.0,96.0,February,North_America
3384,R,Action,2014,6.7,95000.0,5000000.0,2700051.0,100.0,September,North_America
3385,PG_13,Comedy,1985,5.5,14000.0,3200000.0,10000000.0,94.0,November,North_America
3386,PG_13,Comedy,1988,5.4,25000.0,20000000.0,13854000.0,105.0,December,North_America
3387,PG,Action,2006,4.4,19000.0,35000000.0,12506362.0,83.0,August,North_America
3388,PG_13,Action,2010,5.8,274000.0,125000000.0,493214993.0,106.0,April,North_America
3389,R,Action,1997,6.7,52000.0,50000000.0,50068310.0,121.0,February,North_America
3390,PG,Animation,2010,6.2,45000.0,15000000.0,76196538.0,120.0,March,North_America
3391,R,Biography,2016,7.3,143000.0,40000000.0,37357216.0,134.0,September,Europe
3392,PG,Family,2004,5.9,27000.0,15000000.0,14867514.0,103.0,October,North_America
3393,PG_13,Comedy,2004,5.9,23000.0,32000000.0,30031874.0,90.0,April,Europe
3394,PG_13,Comedy,2009,6.1,43000.0,20000000.0,18599102.0,90.0,February,North_America
3395,PG,Animation,2004,6.0,171000.0,75000000.0,374583879.0,90.0,October,North_America
3396,PG,Action,1994,6.6,78000.0,35000000.0,118071125.0,118.0,November,North_America
3397,G,Animation,2005,7.4,128000.0,30000000.0,194137091.0,85.0,October,Europe
3398,PG_13,Horror,2008,4.0,31000.0,20000000.0,45847751.0,87.0,January,North_America
3399,PG_13,Crime,2002,5.8,41000.0,38000000.0,51806184.0,115.0,May,North_America
3400,R,Action,2004,8.0,38000.0,12800000.0,76287982.0,140.0,September,Asia
3401,R,Biography,2008,7.5,167000.0,20000000.0,54589558.0,128.0,January,North_America
3402,PG_13,Comedy,1996,6.2,7100.0,25000000.0,10082005.0,105.0,April,North_America
3403,PG,Action,2003,4.4,30000.0,60000000.0,88929111.0,89.0,January,North_America
3404,PG,Animation,2011,6.6,148000.0,130000000.0,554987477.0,90.0,October,North_America
3405,R,Action,2010,6.6,192000.0,10500000.0,45491656.0,105.0,September,North_America
3406,PG_13,Action,1989,6.6,97000.0,32000000.0,156167015.0,133.0,July,Europe
3407,PG_13,Action,2017,7.6,596000.0,200000000.0,863756051.0,136.0,May,North_America
3408,PG,Comedy,2014,7.3,79000.0,22000000.0,89514453.0,122.0,August,North_America
3409,PG_13,Comedy,2005,5.4,23000.0,40000000.0,21577624.0,100.0,February,North_America
3410,PG,Comedy,1997,6.0,46000.0,25000000.0,36400360.0,93.0,February,North_America
3411,PG_13,Action,2006,6.5,42000.0,60000000.0,17858059.0,140.0,September,Europe
3412,PG_13,Comedy,1998,6.1,153000.0,23000000.0,185991646.0,90.0,November,North_America
3413,PG_13,Drama,1998,6.6,40000.0,60000000.0,186883563.0,169.0,May,North_America
3414,R,Action,2018,7.7,505000.0,110000000.0,786470484.0,119.0,May,North_America
3415,PG_13,Drama,2016,6.6,77000.0,18000000.0,6740647.0,112.0,April,North_America
3416,PG,Adventure,1981,5.6,1100.0,12000000.0,3702028.0,100.0,November,North_America
3417,PG_13,Drama,2009,5.7,32000.0,18000000.0,36088028.0,109.0,September,North_America
3418,PG,Comedy,1995,6.0,6600.0,10500000.0,26325256.0,113.0,January,North_America
3419,R,Action,2000,6.3,56000.0,65000000.0,62761005.0,135.0,December,North_America
3420,R,Comedy,2006,5.8,8100.0,6000000.0,156318.0,91.0,July,North_America
3421,R,Action,1996,6.9,15000.0,9000000.0,41590886.0,123.0,November,North_America
3422,R,Comedy,2005,7.2,100000.0,10000000.0,47329961.0,106.0,August,Europe
3423,R,Action,1993,6.5,9700.0,15000000.0,23032565.0,112.0,September,North_America
3424,PG,Action,2004,4.3,13000.0,57000000.0,28283637.0,95.0,July,Europe
3425,R,Crime,2004,8.0,52000.0,1000000.0,3403957.0,88.0,October,Asia
3426,PG,Action,1987,3.7,44000.0,17000000.0,15681020.0,90.0,July,Europe
3427,R,Drama,2014,5.1,10000.0,5000000.0,17534314.0,106.0,October,North_America
3428,R,Horror,2007,5.6,42000.0,40000000.0,62771059.0,99.0,April,North_America
3429,R,Action,1985,6.5,159000.0,44000000.0,300400432.0,96.0,May,North_America
3430,R,Drama,2010,7.1,115000.0,20000000.0,27093592.0,116.0,October,Europe
3431,PG_13,Action,2004,6.5,55000.0,55000000.0,100572044.0,115.0,October,North_America
3432,R,Action,1980,5.1,5200.0,4000000.0,18971000.0,103.0,August,North_America
3433,PG_13,Biography,1994,7.2,16000.0,65897768.0,15238689.0,110.0,December,Europe
3434,PG,Animation,1998,6.5,149000.0,105000000.0,171757863.0,83.0,October,North_America
3435,PG_13,Action,1996,5.7,49000.0,50000000.0,60209334.0,107.0,August,North_America
3436,PG_13,Comedy,2004,5.6,27000.0,22000000.0,21513434.0,95.0,January,North_America
3437,PG_13,Action,1989,7.5,29000.0,9000000.0,10161099.0,137.0,November,Europe
3438,R,Comedy,2011,6.3,82000.0,12000000.0,22939027.0,94.0,December,North_America
3439,R,Comedy,1982,6.9,44000.0,8000000.0,21028755.0,120.0,November,North_America
3440,PG,Animation,2013,6.4,94000.0,78000000.0,274325949.0,95.0,September,North_America
3441,Unrated,Crime,1996,6.0,10000.0,3000000.0,4109095.0,114.0,February,Europe
3442,PG_13,Drama,2017,5.2,44000.0,19000000.0,45158254.0,109.0,September,North_America
3443,PG_13,Adventure,1985,7.0,44000.0,20000000.0,18432000.0,121.0,April,North_America
3444,R,Horror,1984,6.0,47000.0,2600000.0,32980880.0,91.0,April,North_America
3445,R,Drama,2013,8.0,559000.0,23000000.0,48517427.0,126.0,January,North_America
3446,PG,Animation,1986,7.3,38000.0,6000000.0,5860601.0,84.0,August,North_America
3447,PG_13,Drama,1999,6.0,13000.0,60000000.0,22365133.0,128.0,January,North_America
3448,PG,Comedy,1993,6.9,106000.0,28000000.0,44947705.0,96.0,July,North_America
3449,PG_13,Action,2016,6.1,101000.0,115000000.0,164989338.0,114.0,April,North_America
3450,PG_13,Drama,2005,5.1,25000.0,14000000.0,29612137.0,83.0,May,Europe
3451,PG_13,Action,2004,6.5,95000.0,25000000.0,57678321.0,94.0,September,North_America
3452,PG_13,Action,2015,5.5,135000.0,88000000.0,244874809.0,105.0,July,North_America
3453,PG_13,Action,1998,5.2,70000.0,80000000.0,136159423.0,130.0,April,North_America
3454,R,Drama,1989,5.9,2700.0,18000000.0,3531971.0,120.0,September,North_America
3455,PG_13,Comedy,2000,6.6,60000.0,50000000.0,50054511.0,118.0,August,North_America
3456,R,Action,1982,8.1,710000.0,28000000.0,41676878.0,117.0,June,North_America
3457,PG,Action,1987,6.8,56000.0,27000000.0,25893810.0,120.0,July,North_America
3458,R,Comedy,1987,5.4,3200.0,14000000.0,20240502.0,97.0,January,North_America
3459,PG,Adventure,1985,7.8,252000.0,19000000.0,63980721.0,114.0,June,North_America
3460,PG_13,Action,2014,6.9,254000.0,50000000.0,222809600.0,106.0,February,Europe
3461,R,Crime,2015,6.3,31000.0,800000.0,143658.0,88.0,August,North_America
3462,PG,Animation,2018,8.4,411000.0,90000000.0,375540831.0,117.0,December,North_America
3463,PG_13,Action,2004,4.7,30000.0,20000000.0,70992898.0,97.0,August,North_America
3464,R,Mystery,1999,7.1,69000.0,16000000.0,18564088.0,100.0,May,North_America
3465,PG_13,Crime,2010,7.2,159000.0,45000000.0,60331447.0,128.0,March,Europe
3466,PG_13,Action,2001,5.7,213000.0,100000000.0,362211740.0,119.0,July,North_America
3467,R,Mystery,1994,5.2,23000.0,40000000.0,19726050.0,121.0,August,North_America
3468,PG_13,Comedy,2001,4.7,13000.0,11000000.0,25272752.0,86.0,October,North_America
3469,R,Comedy,2003,2.5,46000.0,54000000.0,7266209.0,121.0,August,North_America
3470,PG_13,Action,2012,8.0,1300000.0,220000000.0,1518815515.0,143.0,May,North_America
3471,PG_13,Drama,1998,7.0,103000.0,66000000.0,189176423.0,121.0,June,North_America
3472,R,Action,1987,5.4,9100.0,5000000.0,6880310.0,99.0,November,North_America
